Host,HostTaxID
rhinolophus ferrumequinum,59479
rhinolophus fumigatus,302410
rhinolophus hildebrandti,302411
rhinolophus hipposideros,77218
rhinolophus landeri,519039
rhinolophus lepidus,188570
rhinolophus lobatus,2603865
rhinolophus luctus,337453
rhinolophus macrotis,196889
rhinolophus malayanus,608659
rhinolophus megaphyllus,76836
rhinolophus mehelyi,342862
rhinolophus monoceros,169756
rhinolophus pearsonii,188571
rhinolophus pusillus,159858
rhinolophus rex,188572
rhinolophus rhodesiae,2603866
rhinolophus rouxii,89398
rhinolophus shameli,608708
rhinolophus simulator,519041
rhinolophus sinicus,89399
rhinolophus stheno,430491
rhinolophus thomasi,476589
rhinolophus trifoliatus,430492
rhinonicteris aurantia,270786
rhinophylla pumilio,138707
rhinopithecus roxellana,61622
rhinopoma hardwickii,124756
rhinosciurus laticaudatus,226571
rhipidura albiscapa,315356
rhizomys pruinosus,53275
rhizomys sinensis,146130
rhogeessa tumida,153299
rhombomys opimus,186474
rhynchobatus djiddensis,195333
rhynchonycteris naso,249017
rhynchotus rufescens,30466
rieppeleon brevicaudatus,338556
riparia paludicola,317125
rissa tridactyla,75485
rousettus aegyptiacus,9407
rousettus amplexicaudatus,58083
rousettus leschenaultii,9408
rousettus madagascariensis,77223
rupicapra pyrenaica,72545
rupicapra rupicapra,34869
rupornis magnirostris,2709556
rusa alfredi,1088129
rusa timorensis,1088130
rusa unicolor,662561
rutilus rutilus,48668
ruwenzorisorex suncoides,150086
rynchops niger,227184
saccolaimus flaviventris,446910
saccolaimus saccolaimus,526813
saccopteryx bilineata,59482
saguinus imperator,9491
saguinus labiatus,78454
saguinus midas,30586
saguinus mystax,9488
saguinus oedipus,9490
saimiri boliviensis,27679
saimiri sciureus,9521
saimiri ustus,66265
salamandra salamandra,57571
salaria fluviatilis,195082
salmo macrostigma,157020
salmo marmoratus,33518
salmo salar,8030
salmo trutta,8032
saltator maximus,460219
salvelinus alpinus,8036
salvelinus fontinalis,8038
salvelinus namaycush,8040
sander lucioperca,283035
sander vitreus,283036
sapajus apella,9515
sapajus libidinosus,1126382
sapajus nigritus,867366
sapajus xanthosternos,174599
sarcophilus harrisii,9305
sarda australis,334879
sarda orientalis,8230
sardina pilchardus,27697
sardinella aurita,196071
sardinella lemuru,392307
sardinella longiceps,96888
sardinops caeruleus,196073
sardinops sagax,28381
sargocentron ittodai,699551
sarkidiornis sylvicola,1577981
sarpa salpa,87759
saurida lessepsianus,1961710
saurida undosquamis,143315
saxicola torquatus,230656
scalopus aquaticus,71119
scaphirhynchus albus,36178
scaphirhynchus platorynchus,7910
scaptonyx fusicaudus,224955
scarus rubroviolaceus,247628
sciaenops ocellatus,76340
sciurus carolinensis,30640
sciurus granatensis,226870
sciurus griseus,53278
sciurus niger,34861
sciurus variegatoides,226875
sciurus vulgaris,55149
scleropages formosus,113540
scoliodon macrorhynchos,1053780
scolopax rusticola,100826
scomber japonicus,13676
scomber scombrus,13677
scophthalmus maximus,52904
scorpaena jacksoniensis,2269373
scorpaena scrofa,210004
scortum barcoo,214431
scotinomys xerampelinus,89107
scotophilus dinganii,258952
scotophilus heathii,159339
scotophilus kuhlii,153297
scotophilus leucogaster,249034
scotophilus nux,258953
sebastes melanops,72085
sebastes mentella,394696
sebastes nigrocinctus,72089
sebastes schlegelii,214486
seiurus aurocapilla,182946
semnopithecus entellus,88029
serinus canaria,9135
serinus leucopygius,54774
seriola dumerili,41447
seriola quinqueradiata,8161
serranus cabrilla,94953
setonix brachyurus,30670
setophaga coronata,111975
setophaga petechia,123631
setophaga striata,1212470
sibirionetta formosa,56278
siganus canaliculatus,75042
siganus luridus,226939
sigmodon alstoni,134742
sigmodon hispidus,42415
sigmodon mascotensis,42416
sillago ciliata,443722
sillago flindersi,443723
sillago sihama,435225
silurus glanis,94993
silurus soldatovi,1407129
siniperca chuatsi,119488
siniperca scherzeri,228252
sitta canadensis,50249
sitta europaea,50251
solea senegalensis,28829
solea solea,90069
somateria fischeri,50367
somateria mollissima,76058
somateria spectabilis,203439
sorex araneus,42254
sorex bairdi,113357
sorex caecutiens,62276
sorex cinereus,36803
sorex coronatus,62895
sorex cylindricauda,268767
sorex daphaenodon,62272
sorex fumeus,62283
sorex haydeni,9383
sorex hoyi,9384
sorex isodon,62281
sorex minutissimus,62274
sorex minutus,62280
sorex mirabilis,62289
sorex monticolus,62903
sorex palustris,46219
sorex roboratus,62288
sorex trowbridgii,62906
sorex tundrensis,62287
sorex unguiculatus,62275
sorex vagrans,62905
sotalia guianensis,338729
sousa chinensis,103600
sparus aurata,8175
spatula clypeata,75838
spatula discors,75842
spermophilus dauricus,99837
spermophilus erythrogenys,99840
spheniscus demersus,92683
spheniscus humboldti,9240
spheniscus magellanicus,37081
sphyraena japonica,392545
sphyraena sphyraena,13692
sphyrna lewini,7823
spicara smaris,119752
spilogale putorius,30552
spilopelia chinensis,115700
spilopelia senegalensis,135635
spilornis cheela,208451
spinus atratus,160755
spinus cucullatus,273489
spinus pinus,2201931
spinus spinus,160760
spinus tristis,54773
spondyliosoma cantharus,50595
sporophila angolensis,2578067
sprattus sprattus,196075
squalius cephalus,8284
squalus brevirostris,436290
steatomys pratensis,1890068
stegastes partitus,144197
stenella coeruleoalba,9737
stenella frontalis,103590
stenella longirostris,9736
steno bredanensis,46167
stenocephalemys albipes,485440
stercorarius lonnbergi,54054
stercorarius maccormicki,395889
sterna hirundo,108405
sternula albifrons,507597
sternula antillarum,471862
stigmochelys pardalis,569598
stizoptera bichenovii,247775
streptopelia capicola,135634
streptopelia decaocto,177147
streptopelia orientalis,36243
streptopelia turtur,177155
strix aluco,111821
strix nebulosa,126836
strix uralensis,36305
strix varia,57075
struthio camelus,8801
sturnia pagodarum,451425
sturnira erythromos,192403
sturnira lilium,27660
sturnira ludovici,192405
sturnira tildae,27661
sturnus cineraceus,36269
sturnus sericeus,451428
sturnus vulgaris,9172
sula dactylatra,56068
suncus murinus,9378
sundamys infraluteus,1936103
sundamys muelleri,83761
suricata suricatta,37032
surnia ulula,69940
sus barbatus,41807
sus celebensis,273789
sus scrofa,9823
sus verrucosus,159856
syconycteris australis,58085
sylvia atricapilla,48155
sylvicapra grimmia,119562
sylvilagus audubonii,30581
sylvilagus bachmani,365149
sylvilagus floridanus,9988
sylvirana guentheri,110109
symphalangus syndactylus,9590
symphodus melops,171736
symphodus tinca,202600
symphysodon discus,306559
syncerus caffer,9970
syngnathus scovelli,161590
synodus macrops,1585515
syrmaticus ellioti,9063
syrmaticus reevesii,9066
syrrhaptes paradoxus,302527
tachybaptus ruficollis,100828
tachyglossus aculeatus,9261
tachysurus fulvidraco,1234273
tadarida brasiliensis,9438
tadarida teniotis,59483
tadorna ferruginea,45639
tadorna radjah,8889
tadorna tadorna,75865
tadorna tadornoides,45638
tadorna variegata,107024
taeniopygia guttata,59729
takifugu rubripes,31033
takydromus sexlineatus,118848
takydromus wolteri,235402
talpa altaica,114409
talpa europaea,9375
talpa occidentalis,50954
tamandua tetradactyla,48850
tamias sibiricus,64680
tamias striatus,45474
tamiasciurus hudsonicus,10009
tamiops swinhoei,226577
tanygnathus lucionensis,309852
taphozous longimanus,463807
taphozous mauritianus,302395
taphozous melanopogon,187003
taphozous perforatus,1381355
taphozous theobaldi,2029311
tarsiger cyanurus,1364862
terapon theraps,163132
teratoscincus roborowskii,102174
terrapene carolina,158814
terrapene ornata,85611
terricola subterraneus,137712
testudo graeca,86975
testudo hermanni,86976
testudo horsfieldii,101699
testudo kleinmanni,101700
testudo marginata,101701
tetracerus quadricornis,73823
tetrastes bonasia,1155787
tetronarce californica,7787
thalassarche chlororhynchos,54017
thalassarche melanophris,54026
thalasseus elegans,297817
thalasseus sandvicensis,126723
thaleichthys pacificus,240832
thamnaconus septentrionalis,435163
thamnaconus striatus,2116108
thamnophis saurita,35017
thaptomys nigrita,89133
thectocercus acuticaudatus,211510
theropithecus gelada,9565
thinornis novaeseelandiae,425654
thoopterus nigrescens,58087
thraupis cyanocephala,175016
thraupis episcopus,58209
threskiornis aethiopicus,100858
threskiornis molucca,2671080
thryomanes bewickii,241536
thryonomys gregorianus,423060
thryonomys swinderianus,10169
thryothorus ludovicianus,74200
thryssa dussumieri,1150470
thunnus orientalis,8238
thunnus thynnus,8237
thymallus thymallus,36185
tiliqua rugosa,8527
tiliqua scincoides,71010
tinca tinca,27717
toxostoma rufum,58210
trachemys scripta,34903
trachinotus blochii,435999
trachinotus carolinus,173342
trachinotus ovatus,173339
trachops cirrhosus,148073
trachurus japonicus,83875
trachurus mediterraneus,189388
trachurus trachurus,36212
trachypithecus cristatus,122765
trachypithecus francoisi,54180
trachypithecus pileatus,164651
tragelaphus angasii,66437
tragelaphus eurycerus,69297
tragelaphus imberbis,9947
tragelaphus oryx,9945
tragelaphus spekii,69298
tragelaphus strepsiceros,9946
tragopan caboti,30407
tragulus javanicus,9849
trematomus bernacchii,40690
trematomus pennellii,36198
tretanorhinus variabilis,121374
triacanthodes anomalus,245701
triaenops afer,549403
triaenops menamena,1195082
triaenops persicus,329870
trichechus manatus,9778
trichiurus haumela,232274
trichiurus japonicus,235211
trichiurus lepturus,13733
trichogaster labiosa,313182
trichogaster lalius,1749025
trichoglossus chlorolepidotus,585473
trichoglossus haematodus,176049
trichoglossus moluccanus,1549204
trichoglossus rubritorquis,1525648
trichopodus leerii,1679032
trichopodus trichopterus,96903
trichosurus vulpecula,9337
trimeresurus flavomaculatus,109780
trimeresurus hageni,109782
trimeresurus macrops,197217
tringa glareola,171269
tringa nebularia,171270
tringa semipalmata,507600
tringa totanus,171271
trioceros jacksonii,116114
trioceros melleri,179915
triplophysa siluroides,422203
trisopterus esmarkii,80723
trisopterus minutus,80722
triturus marmoratus,8328
trogonophis wiegmanni,261506
tropidophorus sinicus,338351
tscherskia triton,329627
tupaia belangeri,37347
tupaia chinensis,246437
tupaia glis,9395
turdus hortulorum,411519
turdus iliacus,411526
turdus libonyana,411517
turdus merula,9187
turdus migratorius,9188
turdus naumanni,34940
turdus pallidus,36282
turdus philomelos,127946
turdus pilaris,357736
turdus rufiventris,311356
turdus serranus,411531
tursiops aduncus,79784
tursiops truncatus,9739
tylonycteris pachypus,258959
tylonycteris robustula,526822
tympanuchus cupido,9004
tyto alba,56313
umbrina cirrosa,94955
upeneichthys vlamingii,334902
upeneus japonicus,435235
upeneus moluccensis,115431
upeneus sulphureus,435238
upeneus tragula,392302
upupa epops,57439
uraeginthus bengalus,247673
uranomys ruddi,41272
uria aalge,13746
uria lomvia,28711
urocissa erythroryncha,56796
urocitellus parryii,9999
urocitellus richardsonii,37591
urocitellus undulatus,99867
urocyon cinereoargenteus,55040
uroderma bilobatum,27663
urolophus aurantiacus,195339
uroplatus fimbriatus,402375
urotrichus talpoides,106106
ursus americanus,9643
ursus arctos,9644
ursus maritimus,29073
ursus thibetanus,9642
urva auropunctata,48418
urva javanica,140016
vampyrodes caraccioli,148041
vanellus spinosus,8909
vanellus vanellus,100859
varanus albigularis,8558
varanus komodoensis,61221
varanus prasinus,62050
varecia variegata,9455
verasper moseri,98923
vespertilio murinus,59485
vespertilio sinensis,105273
vestiaria coccinea,64815
vicugna pacos,30538
vicugna vicugna,9843
vipera aspis,8706
vireo griseus,34948
vireo olivaceus,28733
viverricula indica,94196
volemys millicens,164384
vombatus ursinus,29139
vulpes chama,9626
vulpes corsac,9629
vulpes lagopus,494514
vulpes macrotis,9630
vulpes vulpes,9627
vulpes zerda,68732
vultur gryphus,8924
willisornis poecilinotus,292820
xenopus laevis,8355
xenosaurus platyceps,405598
xiphophorus birchmanni,32469
xiphophorus hellerii,8084
xiphophorus maculatus,8083
xiphophorus malinche x xiphophorus birchmanni,1500961
zalophus californianus,9704
zamenis situla,201442
zenaida macroura,47245
zeus faber,64108
ziphius cavirostris,9760
zoarces viviparus,48416
zonotrichia albicollis,44394
zonotrichia capensis,44391
zonotrichia leucophrys,44393
zoothera dauma,36288
zosterops erythropleurus,135981
zosterops japonicus,36299
zosterops lateralis,43581
zygodontomys brevicauda,157541
zygodontomys cherriei,218840
